alert_id,transaction_id,alert_rule,score,alert_status,created_ts
A0001142,T00003304,risky_category,88.29,escalated,2025-05-22 23:56:40
A0001143,T00017913,cross_border,35.01,closed,2025-10-25 02:56:51
A0001144,T00006242,high_amount,50.68,review,2025-01-20 00:24:16
A0001145,T00005267,risky_category,38.17,closed,2025-07-26 09:00:04
A0001146,T00022968,new_device,87.05,escalated,2025-10-26 03:20:54
A0001147,T00016339,new_device,69.57,review,2025-08-27 01:39:46
A0001148,T00020143,new_device,17.87,closed,2025-01-31 09:34:13
A0001149,T00015516,velocity,43.58,closed,2025-09-08 10:11:28
A0001150,T00022043,new_device,45.78,closed,2025-08-19 10:09:10
A0001151,T00014760,velocity,44.12,closed,2025-08-14 04:07:18
A0001152,T00007798,cross_border,69.5,review,2025-05-05 11:08:35
A0001153,T00016222,velocity,35.53,closed,2025-08-15 20:33:28
A0001154,T00016483,risky_category,52.89,review,2025-06-21 21:25:20
A0001155,T00014704,risky_category,70.51,review,2025-04-23 12:58:05
A0001156,T00006126,cross_border,12.08,closed,2025-10-02 07:24:22
A0001157,T00004451,cross_border,88.78,escalated,2025-06-21 08:39:43
A0001158,T00017486,blacklist_match,69.03,review,2025-11-23 11:14:20
A0001159,T00003578,high_amount,42.95,closed,2025-02-25 04:52:58
A0001160,T00022010,velocity,39.69,closed,2025-08-18 01:10:22
A0001161,T00006725,risky_category,72.19,review,2025-01-21 05:36:39
A0001162,T00006772,cross_border,24.82,closed,2025-09-09 16:57:00
A0001163,T00018930,velocity,13.04,closed,2025-06-25 11:50:18
A0001164,T00007246,cross_border,65.96,review,2025-11-18 09:55:31
A0001165,T00009305,risky_category,68.54,review,2025-08-18 11:30:56
A0001166,T00013263,velocity,52.58,review,2025-06-26 14:28:30
A0001167,T00006017,velocity,11.58,closed,2025-08-29 23:50:08
A0001168,T00017504,cross_border,67.81,review,2025-03-06 11:28:38
A0001169,T00004933,cross_border,75.99,escalated,2025-12-17 20:40:17
A0001170,T00022875,new_device,56.0,review,2025-05-31 02:15:14
A0001171,T00005220,risky_category,57.7,review,2025-11-27 00:06:39
A0001172,T00021362,velocity,74.68,review,2025-01-30 04:16:05
A0001173,T00004650,cross_border,46.56,closed,2025-08-30 07:44:42
A0001174,T00019123,cross_border,69.15,review,2025-01-15 06:53:53
A0001175,T00023185,high_amount,12.75,closed,2025-04-17 02:25:27
A0001176,T00005499,velocity,33.85,closed,2025-09-25 03:56:25
A0001177,T00011379,cross_border,66.81,review,2025-06-18 15:54:18
A0001178,T00003641,velocity,40.69,closed,2025-12-16 09:34:43
A0001179,T00019461,new_device,37.84,closed,2025-11-21 05:17:00
A0001180,T00024983,risky_category,34.8,closed,2025-02-18 22:09:28
A0001181,T00004824,blacklist_match,38.09,closed,2025-10-09 16:24:08
A0001182,T00019057,high_amount,64.28,review,2025-12-14 21:14:36
A0001183,T00024788,cross_border,48.17,closed,2025-03-16 19:54:41
A0001184,T00004888,velocity,4.71,closed,2025-03-23 10:13:42
A0001185,T00017196,high_amount,33.35,closed,2025-08-10 06:46:48
A0001186,T00002274,risky_category,67.54,review,2025-05-19 08:10:52
A0001187,T00008599,high_amount,53.39,review,2025-11-23 02:04:16
A0001188,T00022629,cross_border,76.87,escalated,2025-08-27 21:53:02
A0001189,T00023870,cross_border,35.59,closed,2025-12-21 06:55:51
A0001190,T00003787,risky_category,30.0,closed,2025-09-19 14:23:47
A0001191,T00005826,velocity,96.88,escalated,2025-01-07 18:28:32
A0001192,T00024678,velocity,39.38,closed,2025-12-05 14:07:55
A0001193,T00002258,new_device,57.0,review,2025-05-06 15:53:38
A0001194,T00007337,new_device,10.34,closed,2025-10-19 07:29:42
A0001195,T00011792,risky_category,55.11,review,2025-06-16 16:36:41
A0001196,T00024287,cross_border,67.41,review,2025-02-24 08:11:52
A0001197,T00019943,high_amount,14.43,closed,2025-03-27 21:51:12
A0001198,T00024474,velocity,76.6,escalated,2025-03-24 02:07:37
A0001199,T00007484,velocity,30.04,closed,2025-12-10 17:49:34
A0001200,T00020416,high_amount,41.34,closed,2025-12-09 04:55:51
A0001201,T00021824,new_device,17.76,closed,2025-07-09 15:40:00
A0001202,T00019512,velocity,22.1,closed,2025-05-04 19:04:02
A0001203,T00007818,cross_border,71.09,review,2025-02-16 20:42:36
A0001204,T00017873,blacklist_match,14.74,closed,2025-02-17 20:27:24
A0001205,T00023324,blacklist_match,27.95,closed,2025-10-21 02:10:56
A0001206,T00020891,new_device,53.01,review,2025-05-01 22:16:02
A0001207,T00020373,risky_category,94.56,escalated,2025-04-06 14:49:09
A0001208,T00018872,blacklist_match,42.56,closed,2025-07-09 20:07:22
A0001209,T00015796,velocity,50.62,review,2025-08-12 21:04:57
A0001210,T00008400,high_amount,30.77,closed,2025-04-09 14:36:06
A0001211,T00004497,velocity,43.99,closed,2025-06-13 08:27:07
A0001212,T00006579,cross_border,53.52,review,2025-12-19 09:25:08
A0001213,T00010861,new_device,91.23,escalated,2025-06-02 20:58:44
A0001214,T00007452,velocity,52.5,review,2025-12-19 07:53:42
A0001215,T00001062,velocity,69.52,review,2025-03-15 05:03:47
A0001216,T00013290,new_device,62.62,review,2025-12-08 22:20:10
A0001217,T00024254,high_amount,46.8,closed,2025-08-13 20:49:00
A0001218,T00021169,cross_border,54.0,review,2025-03-12 09:42:34
A0001219,T00013250,cross_border,21.59,closed,2025-08-25 19:08:24
A0001220,T00024373,cross_border,58.65,review,2025-09-24 08:53:42
A0001221,T00003051,risky_category,82.52,escalated,2025-12-08 04:37:16
A0001222,T00005298,risky_category,42.29,closed,2025-07-30 00:38:21
A0001223,T00013896,blacklist_match,56.6,review,2025-08-28 04:16:00
A0001224,T00020772,cross_border,67.0,review,2025-06-27 14:15:33
A0001225,T00008066,new_device,39.33,closed,2025-11-12 16:33:45
A0001226,T00009429,new_device,33.76,closed,2025-02-25 10:49:28
A0001227,T00016228,high_amount,74.08,review,2025-03-10 08:18:27
A0001228,T00005880,high_amount,90.04,escalated,2025-01-26 21:18:32
A0001229,T00017389,high_amount,64.04,review,2025-04-01 05:01:48
A0001230,T00016195,high_amount,77.67,escalated,2025-04-28 04:35:10
A0001231,T00017828,blacklist_match,58.02,review,2025-11-26 06:21:46
A0001232,T00009646,blacklist_match,36.55,closed,2025-10-16 05:01:00
A0001233,T00006844,velocity,16.78,closed,2025-01-17 03:52:54
A0001234,T00018622,velocity,13.48,closed,2025-03-25 03:28:17
A0001235,T00003296,velocity,57.24,review,2025-12-02 07:25:41
A0001236,T00002231,high_amount,54.33,review,2025-01-09 05:48:27
A0001237,T00023841,high_amount,38.0,closed,2025-06-01 00:37:29
A0001238,T00012261,velocity,47.32,closed,2025-01-19 12:07:13
A0001239,T00017343,risky_category,37.63,closed,2025-03-25 22:23:59
A0001240,T00022597,new_device,56.76,review,2025-05-30 10:15:24
A0001241,T00006531,new_device,42.57,closed,2025-03-25 01:52:39
A0001242,T00019099,new_device,61.6,review,2025-05-26 09:06:42
A0001243,T00019263,new_device,74.58,review,2025-10-31 13:37:54
A0001244,T00011549,velocity,60.53,review,2025-03-21 13:12:03
A0001245,T00005730,new_device,63.68,review,2025-04-12 08:50:07
A0001246,T00020929,velocity,52.47,review,2025-11-14 08:15:13
A0001247,T00009680,cross_border,19.49,closed,2025-08-26 06:51:32
A0001248,T00001811,new_device,54.74,review,2025-04-22 02:07:06
A0001249,T00016358,new_device,78.6,escalated,2025-08-08 01:41:56
A0001250,T00009707,risky_category,53.35,review,2025-11-28 22:08:06
A0001251,T00018564,risky_category,66.94,review,2025-02-19 17:45:10
A0001252,T00000077,risky_category,14.67,closed,2025-02-08 04:32:53
A0001253,T00010938,risky_category,36.23,closed,2025-04-25 06:21:51
A0001254,T00015902,velocity,31.24,closed,2025-07-02 16:41:53
A0001255,T00020734,velocity,12.8,closed,2025-11-24 20:32:20
A0001256,T00008161,risky_category,48.0,closed,2025-08-30 11:50:39
A0001257,T00008086,high_amount,90.84,escalated,2025-10-15 05:15:17
A0001258,T00023496,risky_category,56.04,review,2025-12-17 08:57:39
A0001259,T00017665,high_amount,75.86,escalated,2025-08-08 09:17:11
A0001260,T00013155,new_device,65.0,review,2025-12-29 12:17:48
A0001261,T00004375,velocity,59.13,review,2025-08-22 17:58:24
A0001262,T00017575,velocity,11.15,closed,2025-11-13 02:51:18
A0001263,T00003657,velocity,41.92,closed,2025-12-02 23:05:29
A0001264,T00001912,high_amount,75.18,escalated,2025-09-29 10:03:12
A0001265,T00016572,risky_category,33.64,closed,2025-07-08 12:33:09
A0001266,T00014259,new_device,83.63,escalated,2025-11-28 07:07:28
A0001267,T00020046,cross_border,44.9,closed,2025-09-24 17:03:07
A0001268,T00004232,cross_border,81.66,escalated,2025-07-08 18:21:00
A0001269,T00023695,cross_border,29.17,closed,2025-04-02 09:48:24
A0001270,T00006188,high_amount,64.39,review,2025-07-08 04:12:59
A0001271,T00020180,new_device,54.62,review,2025-05-26 03:21:32
A0001272,T00023019,risky_category,66.39,review,2025-03-12 20:39:47
A0001273,T00007300,high_amount,42.29,closed,2025-11-13 07:50:28
A0001274,T00004510,risky_category,32.82,closed,2025-10-21 03:00:54
A0001275,T00010156,new_device,26.2,closed,2025-03-27 09:24:55
A0001276,T00023526,risky_category,23.47,closed,2025-10-07 20:39:13
A0001277,T00016423,velocity,17.59,closed,2025-09-25 18:59:45
A0001278,T00011530,velocity,40.87,closed,2025-06-02 08:11:38
A0001279,T00011987,blacklist_match,52.38,review,2025-11-08 08:02:55
A0001280,T00007151,cross_border,35.82,closed,2025-07-18 21:23:50
A0001281,T00020232,cross_border,32.93,closed,2025-06-02 08:56:02
A0001282,T00011569,new_device,39.99,closed,2025-09-29 21:53:24
A0001283,T00012546,risky_category,76.23,escalated,2025-05-03 12:00:59
A0001284,T00023449,cross_border,8.86,closed,2025-06-16 15:09:50
A0001285,T00023693,velocity,55.38,review,2025-02-13 22:41:26
A0001286,T00001046,risky_category,74.75,review,2025-02-13 14:37:12
A0001287,T00005253,cross_border,63.23,review,2025-05-16 09:13:08
A0001288,T00015866,high_amount,72.76,review,2025-04-03 10:53:42
A0001289,T00019791,new_device,44.23,closed,2025-01-01 22:03:08
A0001290,T00008999,high_amount,6.1,closed,2025-10-27 20:39:24
A0001291,T00022563,high_amount,35.1,closed,2025-02-01 12:28:35
A0001292,T00003630,new_device,35.1,closed,2025-02-13 16:33:18
A0001293,T00008935,risky_category,47.75,closed,2025-07-15 09:15:01
A0001294,T00003653,risky_category,63.19,review,2025-10-25 16:51:42
A0001295,T00008680,velocity,43.35,closed,2025-10-02 20:00:32
A0001296,T00007321,cross_border,64.75,review,2025-03-30 00:48:11
A0001297,T00001207,velocity,20.33,closed,2025-12-04 20:53:08
A0001298,T00005094,high_amount,30.16,closed,2025-08-12 05:47:06
A0001299,T00013605,risky_category,42.93,closed,2025-11-16 05:45:26
A0001300,T00024985,cross_border,73.09,review,2025-04-21 06:11:27
A0001301,T00022091,new_device,79.37,escalated,2025-07-14 05:19:06
A0001302,T00006379,cross_border,80.75,escalated,2025-09-26 19:33:57
A0001303,T00013864,risky_category,47.65,closed,2025-02-27 03:02:16
A0001304,T00000216,cross_border,26.49,closed,2025-09-26 09:53:29
A0001305,T00012449,high_amount,35.76,closed,2025-11-27 15:09:01
A0001306,T00002084,cross_border,61.44,review,2025-06-02 13:45:34
A0001307,T00003829,cross_border,64.29,review,2025-06-01 12:54:26
A0001308,T00016205,risky_category,44.46,closed,2025-06-16 05:43:04
A0001309,T00020626,risky_category,92.57,escalated,2025-10-10 09:41:42
A0001310,T00014128,velocity,71.0,review,2025-07-05 00:58:26
A0001311,T00000396,velocity,76.19,escalated,2025-11-22 00:52:26
A0001312,T00015140,risky_category,33.07,closed,2025-12-01 13:50:54
A0001313,T00015016,velocity,58.35,review,2025-07-14 14:03:28
A0001314,T00003402,new_device,38.76,closed,2025-09-02 07:01:45
A0001315,T00008858,risky_category,82.58,escalated,2025-04-27 08:51:22
A0001316,T00014954,velocity,62.7,review,2025-03-18 08:10:05
A0001317,T00016419,risky_category,66.05,review,2025-07-18 14:25:07
A0001318,T00011219,velocity,63.62,review,2025-06-08 06:14:47
A0001319,T00021267,blacklist_match,68.49,review,2025-07-24 01:33:02
A0001320,T00021941,velocity,85.77,escalated,2025-05-04 06:09:41
A0001321,T00023271,velocity,19.0,closed,2025-02-01 13:52:14
A0001322,T00024437,new_device,37.63,closed,2025-11-22 14:18:11
A0001323,T00011581,new_device,73.42,review,2025-04-09 05:01:12
A0001324,T00010586,velocity,27.72,closed,2025-12-26 21:35:04
A0001325,T00001602,velocity,90.28,escalated,2025-03-28 14:09:55
A0001326,T00021864,risky_category,21.46,closed,2025-03-15 12:45:22
A0001327,T00004421,velocity,75.61,escalated,2025-05-26 14:23:09
A0001328,T00022370,cross_border,77.42,escalated,2025-08-15 00:10:18
A0001329,T00019557,velocity,72.56,review,2025-01-26 19:47:46
A0001330,T00003336,risky_category,57.88,review,2025-03-22 05:06:36
A0001331,T00006262,velocity,67.14,review,2025-10-02 07:18:38
A0001332,T00020489,risky_category,71.65,review,2025-05-06 13:40:34
A0001333,T00020018,new_device,40.93,closed,2025-08-16 11:55:54
A0001334,T00020273,velocity,32.26,closed,2025-10-24 01:33:54
A0001335,T00019969,cross_border,60.24,review,2025-01-09 13:34:56
A0001336,T00021870,cross_border,82.77,escalated,2025-05-07 16:09:03
A0001337,T00006969,blacklist_match,24.65,closed,2025-02-10 11:15:43
A0001338,T00008776,blacklist_match,70.75,review,2025-03-08 03:50:54
A0001339,T00023798,risky_category,75.33,escalated,2025-07-19 15:15:50
A0001340,T00015742,cross_border,35.78,closed,2025-01-11 21:06:32
A0001341,T00012017,new_device,18.7,closed,2025-10-25 09:12:04
A0001342,T00002811,velocity,21.12,closed,2025-02-21 14:56:55
A0001343,T00024694,high_amount,76.69,escalated,2025-04-24 20:28:31
A0001344,T00008504,new_device,58.06,review,2025-05-26 22:36:36
A0001345,T00024315,blacklist_match,41.29,closed,2025-08-16 06:45:45
A0001346,T00000335,blacklist_match,96.1,escalated,2025-02-19 03:15:37
A0001347,T00022904,new_device,94.14,escalated,2025-07-04 07:29:28
A0001348,T00017471,risky_category,44.88,closed,2025-05-03 06:19:14
A0001349,T00012763,risky_category,10.57,closed,2025-01-12 21:25:21
A0001350,T00007455,risky_category,45.34,closed,2025-12-19 07:17:16
A0001351,T00011631,risky_category,56.96,review,2025-12-04 08:58:19
A0001352,T00015602,risky_category,34.89,closed,2025-09-28 07:21:32
A0001353,T00006690,velocity,55.85,review,2025-11-14 13:02:57
A0001354,T00008025,high_amount,58.41,review,2025-08-17 18:56:58
A0001355,T00022460,new_device,50.01,review,2025-12-26 08:42:22
A0001356,T00004527,high_amount,52.05,review,2025-04-21 14:26:56
A0001357,T00012436,cross_border,81.44,escalated,2025-01-23 16:39:51
A0001358,T00020735,velocity,35.04,closed,2025-11-16 20:38:42
A0001359,T00011594,blacklist_match,58.32,review,2025-01-22 05:55:07
A0001360,T00008730,new_device,77.91,escalated,2025-09-19 16:33:05
A0001361,T00017560,velocity,70.95,review,2025-12-16 02:57:39
A0001362,T00006676,new_device,59.24,review,2025-11-16 08:42:51
A0001363,T00008109,new_device,90.33,escalated,2025-07-10 16:24:26
A0001364,T00015967,velocity,32.98,closed,2025-06-07 09:14:56
A0001365,T00019080,velocity,50.77,review,2025-04-11 22:12:22
A0001366,T00015858,velocity,56.39,review,2025-04-11 05:07:00
A0001367,T00009426,cross_border,41.41,closed,2025-04-12 15:52:06
A0001368,T00007431,velocity,33.79,closed,2025-07-01 22:43:52
A0001369,T00020736,new_device,65.34,review,2025-06-21 05:29:18
A0001370,T00020928,high_amount,24.95,closed,2025-01-29 03:13:27
A0001371,T00018170,new_device,53.59,review,2025-08-21 17:09:36
A0001372,T00011649,high_amount,18.33,closed,2025-07-09 18:56:25
A0001373,T00011051,velocity,87.83,escalated,2025-01-01 14:08:37
A0001374,T00010243,new_device,37.54,closed,2025-12-15 23:20:38
A0001375,T00000885,risky_category,44.47,closed,2025-05-18 23:05:49
A0001376,T00017452,velocity,32.29,closed,2025-04-27 23:31:36
A0001377,T00001064,high_amount,30.97,closed,2025-03-25 16:54:06
A0001378,T00014577,high_amount,30.11,closed,2025-05-13 15:29:13
A0001379,T00002562,risky_category,53.21,review,2025-06-18 10:07:37
A0001380,T00012372,risky_category,53.7,review,2025-04-14 02:03:22
A0001381,T00008329,high_amount,65.01,review,2025-09-22 23:18:48
A0001382,T00015662,cross_border,32.33,closed,2025-06-07 08:33:13
A0001383,T00019027,risky_category,48.58,closed,2025-08-15 09:59:22
A0001384,T00019944,new_device,85.29,escalated,2025-09-02 08:02:03
A0001385,T00007993,cross_border,45.5,closed,2025-10-05 07:15:00
A0001386,T00012465,new_device,42.73,closed,2025-09-19 15:18:13
A0001387,T00011738,velocity,73.2,review,2025-07-03 15:34:14
A0001388,T00006737,velocity,85.11,escalated,2025-07-25 17:41:17
A0001389,T00012543,risky_category,98.16,escalated,2025-08-10 17:20:10
A0001390,T00020566,velocity,37.63,closed,2025-01-15 06:27:33
A0001391,T00001323,high_amount,85.05,escalated,2025-06-16 09:57:54
A0001392,T00022799,risky_category,45.36,closed,2025-01-14 12:38:35
A0001393,T00012599,high_amount,68.93,review,2025-10-31 08:11:52
A0001394,T00003435,risky_category,52.16,review,2025-09-10 05:48:10
A0001395,T00005791,cross_border,67.38,review,2025-01-26 20:09:54
A0001396,T00016537,velocity,57.78,review,2025-01-20 10:37:35
A0001397,T00015297,new_device,67.27,review,2025-12-20 22:27:19
A0001398,T00000291,high_amount,78.55,escalated,2025-01-09 02:49:29
A0001399,T00001265,cross_border,40.04,closed,2025-05-01 08:14:23
A0001400,T00014437,risky_category,11.1,closed,2025-07-26 04:17:45
A0001401,T00020775,high_amount,95.2,escalated,2025-12-24 11:26:36
A0001402,T00011172,new_device,71.25,review,2025-08-11 09:19:34
A0001403,T00019418,cross_border,39.29,closed,2025-05-20 10:07:36
A0001404,T00024485,high_amount,31.44,closed,2025-07-02 20:01:40
A0001405,T00019604,risky_category,58.99,review,2025-06-15 03:43:56
A0001406,T00001310,blacklist_match,52.95,review,2025-08-31 21:43:57
A0001407,T00015412,cross_border,50.49,review,2025-01-10 09:09:51
A0001408,T00017256,velocity,71.55,review,2025-07-02 02:37:21
A0001409,T00000275,cross_border,13.34,closed,2025-02-12 10:58:34
A0001410,T00010625,cross_border,76.64,escalated,2025-02-24 19:20:36
A0001411,T00015649,cross_border,11.86,closed,2025-06-16 09:14:30
A0001412,T00004784,velocity,71.69,review,2025-11-25 04:52:03
A0001413,T00000169,velocity,69.32,review,2025-05-19 18:20:30
A0001414,T00023353,cross_border,87.42,escalated,2025-03-30 22:03:27
A0001415,T00020784,cross_border,49.72,closed,2025-07-20 04:53:39
A0001416,T00024744,new_device,56.21,review,2025-07-04 01:37:42
A0001417,T00005984,risky_category,88.41,escalated,2025-09-21 09:37:03
A0001418,T00013706,cross_border,44.07,closed,2025-09-21 15:52:44
A0001419,T00013556,high_amount,30.78,closed,2025-01-16 08:27:09
A0001420,T00021197,risky_category,36.58,closed,2025-05-25 16:38:54
A0001421,T00022007,risky_category,38.15,closed,2025-06-10 17:57:15
A0001422,T00002629,cross_border,20.75,closed,2025-04-11 13:17:19
A0001423,T00002458,velocity,13.97,closed,2025-06-16 22:08:43
A0001424,T00022714,new_device,49.44,closed,2025-06-23 11:29:17
A0001425,T00005053,high_amount,30.16,closed,2025-09-19 16:12:49
A0001426,T00020433,velocity,16.28,closed,2025-04-06 11:24:58
A0001427,T00011749,velocity,100.0,escalated,2025-10-17 12:58:50
A0001428,T00015512,velocity,53.0,review,2025-08-16 09:35:02
A0001429,T00009031,velocity,39.45,closed,2025-01-27 01:37:16
A0001430,T00020311,high_amount,80.01,escalated,2025-02-03 17:29:07
A0001431,T00017356,new_device,17.61,closed,2025-05-02 08:09:28
A0001432,T00011313,risky_category,73.35,review,2025-03-18 19:55:13
A0001433,T00024478,new_device,63.88,review,2025-11-29 00:27:43
A0001434,T00013798,high_amount,91.48,escalated,2025-09-18 14:49:45
A0001435,T00005641,velocity,32.4,closed,2025-09-19 08:02:44
A0001436,T00015750,new_device,38.72,closed,2025-04-07 09:19:27
A0001437,T00003000,high_amount,48.58,closed,2025-01-16 18:31:48
A0001438,T00020324,risky_category,66.08,review,2025-09-06 00:28:33
A0001439,T00015420,velocity,100.0,escalated,2025-08-20 15:29:03
A0001440,T00018379,new_device,37.45,closed,2025-09-23 03:35:41
A0001441,T00016273,blacklist_match,34.3,closed,2025-08-20 08:08:17
A0001442,T00013696,high_amount,63.42,review,2025-06-10 16:03:38
A0001443,T00014649,cross_border,13.07,closed,2025-09-25 03:37:24
A0001444,T00002260,new_device,85.13,escalated,2025-04-22 07:28:15
A0001445,T00013643,cross_border,56.98,review,2025-12-26 03:30:17
A0001446,T00010129,velocity,61.12,review,2025-11-28 03:02:52
A0001447,T00008181,risky_category,73.75,review,2025-01-15 19:06:44
A0001448,T00008314,risky_category,43.98,closed,2025-12-28 20:17:49
A0001449,T00011116,new_device,33.15,closed,2025-12-11 06:51:14
A0001450,T00014950,new_device,38.52,closed,2025-10-26 07:01:48
A0001451,T00010989,risky_category,65.76,review,2025-12-09 21:40:29
A0001452,T00000312,blacklist_match,27.88,closed,2025-08-17 20:06:28
A0001453,T00003523,high_amount,77.33,escalated,2025-01-22 13:10:08
A0001454,T00010848,new_device,66.46,review,2025-08-12 15:33:43
A0001455,T00015991,velocity,55.14,review,2025-10-11 12:32:04
A0001456,T00003271,high_amount,81.46,escalated,2025-03-26 14:32:53
A0001457,T00020787,new_device,55.57,review,2025-01-17 19:28:01
A0001458,T00011824,risky_category,44.47,closed,2025-02-16 21:48:33
A0001459,T00017943,cross_border,36.79,closed,2025-05-02 12:02:23
A0001460,T00009085,velocity,53.81,review,2025-12-16 20:15:43
A0001461,T00024293,velocity,69.21,review,2025-03-31 20:11:18
A0001462,T00005185,risky_category,59.49,review,2025-04-28 05:11:01
A0001463,T00008060,blacklist_match,79.57,escalated,2025-03-28 04:01:45
A0001464,T00024463,new_device,53.1,review,2025-09-05 18:56:45
A0001465,T00013740,cross_border,50.86,review,2025-10-28 04:54:21
A0001466,T00007804,velocity,12.13,closed,2025-02-27 14:18:16
A0001467,T00014106,velocity,85.78,escalated,2025-08-25 19:18:38
A0001468,T00006377,velocity,41.01,closed,2025-02-18 10:18:37
A0001469,T00011846,new_device,77.58,escalated,2025-11-14 15:32:37
A0001470,T00022470,high_amount,71.51,review,2025-11-13 07:37:12
A0001471,T00015977,high_amount,31.52,closed,2025-02-23 07:51:41
A0001472,T00000789,blacklist_match,28.52,closed,2025-10-03 03:28:44
A0001473,T00022329,cross_border,87.92,escalated,2025-07-04 00:32:13
A0001474,T00010534,high_amount,76.25,escalated,2025-05-26 03:36:42
A0001475,T00021282,cross_border,61.27,review,2025-01-17 00:50:49
A0001476,T00001518,velocity,76.77,escalated,2025-02-02 19:46:09
A0001477,T00016498,cross_border,41.5,closed,2025-05-26 22:21:09
A0001478,T00002882,velocity,28.58,closed,2025-10-18 09:02:15
A0001479,T00000430,velocity,38.97,closed,2025-03-27 14:18:46
A0001480,T00005742,risky_category,23.59,closed,2025-11-14 05:32:24
A0001481,T00017558,velocity,67.11,review,2025-06-29 20:40:21
A0001482,T00011510,new_device,83.22,escalated,2025-08-02 21:28:48
A0001483,T00016741,velocity,68.21,review,2025-05-28 10:09:07
A0001484,T00006870,blacklist_match,63.39,review,2025-12-17 13:13:42
A0001485,T00016158,velocity,46.85,closed,2025-12-14 07:39:27
A0001486,T00004692,new_device,92.81,escalated,2025-04-22 22:29:22
A0001487,T00017328,velocity,52.63,review,2025-05-11 00:05:06
A0001488,T00000674,velocity,84.35,escalated,2025-01-07 07:15:12
A0001489,T00020841,cross_border,100.0,escalated,2025-04-24 05:30:33
A0001490,T00001600,blacklist_match,39.56,closed,2025-10-04 17:22:18
A0001491,T00012769,velocity,50.42,review,2025-05-28 07:05:28
A0001492,T00000621,velocity,41.19,closed,2025-08-23 12:00:20
A0001493,T00020009,high_amount,34.17,closed,2025-10-03 13:33:51
A0001494,T00014628,velocity,50.04,review,2025-12-05 19:40:49
A0001495,T00018878,high_amount,63.24,review,2025-05-04 00:20:50
A0001496,T00016472,cross_border,51.22,review,2025-06-30 08:02:59
A0001497,T00001785,new_device,8.63,closed,2025-02-20 01:51:15
A0001498,T00006657,cross_border,80.42,escalated,2025-09-24 03:57:46
A0001499,T00011852,risky_category,14.96,closed,2025-05-08 22:12:53
A0001500,T00023733,velocity,57.35,review,2025-06-08 08:02:50
A0001501,T00011281,cross_border,26.49,closed,2025-04-10 03:43:23
A0001502,T00022207,high_amount,49.28,closed,2025-09-09 11:55:29
A0001503,T00012336,new_device,31.12,closed,2025-08-15 17:26:40
A0001504,T00004564,cross_border,7.58,closed,2025-07-26 16:18:37
A0001505,T00009773,risky_category,64.98,review,2025-07-20 12:46:17
A0001506,T00009123,velocity,30.18,closed,2025-04-28 14:09:27
A0001507,T00011130,risky_category,68.45,review,2025-05-21 07:22:20
A0001508,T00003633,cross_border,33.76,closed,2025-02-17 23:07:07
A0001509,T00005174,blacklist_match,16.99,closed,2025-07-18 09:11:39
A0001510,T00010211,velocity,10.66,closed,2025-02-21 00:50:42
A0001511,T00010798,velocity,66.07,review,2025-06-17 07:09:44
A0001512,T00020789,velocity,52.31,review,2025-06-21 03:23:37
A0001513,T00021908,high_amount,19.93,closed,2025-09-11 02:29:55
A0001514,T00016593,high_amount,46.49,closed,2025-01-27 16:05:28
A0001515,T00021561,cross_border,84.18,escalated,2025-07-28 06:14:32
A0001516,T00023159,high_amount,10.92,closed,2025-08-15 09:36:10
A0001517,T00022734,high_amount,54.81,review,2025-08-23 00:49:01
A0001518,T00017338,high_amount,42.14,closed,2025-06-02 06:58:30
A0001519,T00010245,high_amount,71.86,review,2025-09-11 14:08:12
A0001520,T00005800,velocity,91.93,escalated,2025-07-13 19:10:52
A0001521,T00007961,new_device,17.93,closed,2025-12-13 13:22:33
A0001522,T00015320,new_device,96.22,escalated,2025-03-02 00:00:10
A0001523,T00017302,cross_border,58.76,review,2025-10-02 19:26:38
A0001524,T00007083,new_device,41.65,closed,2025-02-04 13:07:53
A0001525,T00005755,velocity,74.54,review,2025-09-24 17:30:17
A0001526,T00024475,risky_category,69.66,review,2025-06-24 15:00:06
A0001527,T00017668,blacklist_match,66.89,review,2025-05-05 18:50:47
A0001528,T00018283,new_device,24.28,closed,2025-05-02 22:28:16
A0001529,T00007112,high_amount,56.06,review,2025-06-16 17:28:03
A0001530,T00003868,cross_border,63.12,review,2025-06-11 12:12:43
A0001531,T00020860,high_amount,11.39,closed,2025-10-04 07:22:16
A0001532,T00009678,new_device,97.3,escalated,2025-01-09 17:43:44
A0001533,T00012032,velocity,25.11,closed,2025-11-20 12:33:10
A0001534,T00008795,velocity,42.89,closed,2025-04-20 03:19:08
A0001535,T00020516,new_device,21.73,closed,2025-07-07 13:50:08
A0001536,T00010630,risky_category,53.9,review,2025-08-24 08:36:21
A0001537,T00018376,risky_category,34.56,closed,2025-06-02 05:12:23
A0001538,T00022673,velocity,85.45,escalated,2025-11-10 02:42:18
A0001539,T00017746,cross_border,63.46,review,2025-08-01 08:51:37
A0001540,T00015358,velocity,44.61,closed,2025-04-27 19:16:27
A0001541,T00019209,risky_category,45.21,closed,2025-05-06 15:07:14
A0001542,T00022024,high_amount,54.04,review,2025-01-05 15:07:57
A0001543,T00014999,velocity,24.9,closed,2025-09-30 13:37:17
A0001544,T00014206,cross_border,33.17,closed,2025-11-01 23:58:15
A0001545,T00017563,cross_border,17.92,closed,2025-09-29 23:32:17
A0001546,T00000316,velocity,57.75,review,2025-11-02 11:19:02
