transaction_id,customer_id,transaction_ts,channel,transaction_type,merchant_category,amount_pen,status,device_id,is_cross_border,is_fraud_confirmed
T00002178,C001096,2025-02-12 12:10:53,mobile_app,transfer,transport,58.59,approved,D0005642,0,0
T00002179,C003523,2025-05-26 23:39:40,pos,payment,retail,179.23,approved,D0004086,0,0
T00002180,C001807,2025-05-24 05:03:27,mobile_app,transfer,utilities,152.56,approved,D0000197,0,0
T00002181,C005997,2025-12-07 07:18:36,mobile_app,transfer,restaurants,67.61,approved,D0007614,0,0
T00002182,C001677,2025-08-07 10:09:12,mobile_app,cash_out,cash_out,160.38,approved,D0008322,0,0
T00002183,C000208,2025-11-17 04:13:44,mobile_app,payment,transport,70.91,declined,D0006567,0,0
T00002184,C001366,2025-04-22 01:10:41,mobile_app,cash_out,education,38.09,approved,D0006977,0,0
T00002185,C005153,2025-10-24 06:24:55,mobile_app,payment,transport,106.69,approved,D0008226,0,0
T00002186,C005502,2025-10-20 05:09:16,mobile_app,payment,gaming,891.48,approved,D0000805,0,0
T00002187,C001410,2025-05-15 15:47:50,mobile_app,transfer,grocery,223.05,approved,D0008137,0,0
T00002188,C005085,2025-09-16 03:39:21,mobile_app,payment,cash_out,938.01,approved,D0000292,0,0
T00002189,C002926,2025-10-23 14:28:05,pos,cash_out,utilities,167.39,approved,D0005175,0,0
T00002190,C004258,2025-06-13 20:55:47,pos,payment,restaurants,229.47,approved,D0008905,0,0
T00002191,C002064,2025-04-17 02:02:26,pos,payment,transport,83.17,approved,D0006526,0,0
T00002192,C002791,2025-04-29 08:52:14,web,payment,utilities,58.23,approved,D0004158,1,0
T00002193,C000246,2025-02-25 15:14:16,pos,payment,travel,127.73,approved,D0001389,0,0
T00002194,C005166,2025-06-25 15:25:03,mobile_app,top_up,transport,239.42,declined,D0004990,0,0
T00002195,C002603,2025-10-02 09:12:03,web,payment,grocery,206.63,approved,D0005511,0,0
T00002196,C005168,2025-11-16 18:36:22,mobile_app,payment,cash_out,215.65,approved,D0005816,0,0
T00002197,C005824,2025-08-26 09:05:01,pos,payment,utilities,125.47,approved,D0002292,0,0
T00002198,C003482,2025-09-27 09:22:41,web,top_up,transport,320.89,approved,D0003081,0,0
T00002199,C001478,2025-06-19 18:33:00,pos,payment,cash_out,44.68,approved,D0007855,0,0
T00002200,C002498,2025-10-20 11:24:31,pos,transfer,restaurants,106.78,approved,D0006276,0,0
T00002201,C005309,2025-01-25 09:24:56,mobile_app,payment,restaurants,439.07,approved,D0008460,0,0
T00002202,C005851,2025-02-05 19:48:54,web,transfer,travel,453.35,approved,D0005223,0,0
T00002203,C001481,2025-10-03 02:39:30,mobile_app,transfer,grocery,28.44,approved,D0002067,0,0
T00002204,C001788,2025-05-12 07:25:35,web,top_up,retail,167.65,approved,D0002233,0,0
T00002205,C005069,2025-06-13 16:08:46,pos,payment,travel,242.42,approved,D0007718,0,0
T00002206,C001813,2025-05-03 03:03:38,mobile_app,payment,gaming,407.13,approved,D0006684,0,0
T00002207,C004212,2025-12-29 10:13:57,api_partner,transfer,retail,67.63,approved,D0001303,0,0
T00002208,C002924,2025-05-24 23:36:17,api_partner,payment,grocery,204.47,approved,D0005535,0,0
T00002209,C002562,2025-08-25 15:48:41,mobile_app,transfer,gaming,45.66,approved,D0006548,0,0
T00002210,C002947,2025-09-30 17:17:57,pos,transfer,utilities,929.41,approved,D0005528,0,0
T00002211,C004109,2025-09-25 18:01:18,mobile_app,cash_out,crypto,1600.73,approved,D0001310,0,0
T00002212,C002325,2025-12-14 03:17:54,pos,transfer,travel,246.99,approved,D0007088,1,0
T00002213,C005372,2025-12-25 07:17:04,web,payment,grocery,38.65,approved,D0001585,1,0
T00002214,C000916,2025-05-27 11:30:28,pos,payment,education,277.2,approved,D0003144,0,0
T00002215,C000893,2025-12-08 04:12:04,mobile_app,payment,cash_out,418.09,approved,D0006124,0,0
T00002216,C004313,2025-07-03 18:43:33,atm,transfer,gaming,759.64,approved,D0000976,0,0
T00002217,C002797,2025-08-15 22:49:03,pos,transfer,restaurants,78.84,approved,D0002894,0,0
T00002218,C004390,2025-12-07 07:59:56,pos,payment,retail,101.2,approved,D0001300,0,0
T00002219,C002816,2025-08-09 07:21:16,mobile_app,top_up,restaurants,77.51,approved,D0002712,0,0
T00002220,C005286,2025-03-17 14:30:35,web,payment,utilities,87.37,approved,D0005711,0,0
T00002221,C005263,2025-09-26 00:39:02,pos,cash_out,travel,66.65,approved,D0003830,0,0
T00002222,C004594,2025-12-08 10:56:03,api_partner,payment,utilities,374.22,approved,D0002332,0,0
T00002223,C000977,2025-12-23 03:01:32,mobile_app,top_up,grocery,63.13,approved,D0006598,0,0
T00002224,C000750,2025-04-03 02:01:22,mobile_app,payment,cash_out,106.88,approved,D0006166,0,0
T00002225,C003556,2025-10-26 06:18:45,pos,cash_out,grocery,16.8,approved,D0007747,0,0
T00002226,C003169,2025-12-18 01:25:55,mobile_app,payment,travel,89.46,approved,D0001897,1,0
T00002227,C004800,2025-04-02 23:43:48,pos,payment,utilities,158.65,approved,D0007269,0,0
T00002228,C003016,2025-04-24 00:17:18,mobile_app,top_up,education,49.86,reversed,D0001701,0,0
T00002229,C003627,2025-10-10 00:02:13,pos,payment,grocery,28.3,approved,D0006050,0,0
T00002230,C000269,2025-10-03 09:54:15,pos,transfer,utilities,160.59,approved,D0000378,0,0
T00002231,C003029,2025-01-09 05:48:27,web,payment,retail,353.75,approved,D0004233,0,0
T00002232,C005657,2025-03-08 02:04:29,pos,transfer,restaurants,96.04,approved,D0001776,0,0
T00002233,C001012,2025-06-01 01:12:07,atm,transfer,utilities,315.76,approved,D0003988,0,0
T00002234,C002136,2025-05-09 14:07:11,pos,transfer,restaurants,95.63,approved,D0005642,0,0
T00002235,C005240,2025-10-22 22:59:44,mobile_app,payment,transport,131.65,reversed,D0005390,1,0
T00002236,C001249,2025-04-07 10:28:30,pos,payment,grocery,103.79,approved,D0006001,0,0
T00002237,C003208,2025-10-11 07:19:41,mobile_app,payment,grocery,459.46,approved,D0001524,0,0
T00002238,C000763,2025-07-23 21:38:21,mobile_app,transfer,crypto,374.91,approved,D0006228,0,0
T00002239,C002972,2025-05-10 12:40:45,atm,transfer,cash_out,92.82,approved,D0002667,0,0
T00002240,C000723,2025-05-30 03:20:42,web,transfer,cash_out,91.42,approved,D0000839,0,0
T00002241,C001406,2025-08-19 02:24:46,web,top_up,grocery,33.32,approved,D0008798,0,0
T00002242,C000439,2025-12-01 13:53:17,pos,payment,grocery,56.99,approved,D0006908,0,0
T00002243,C000315,2025-12-03 08:42:49,web,cash_out,grocery,647.03,approved,D0006341,0,0
T00002244,C002113,2025-11-24 16:28:04,pos,payment,utilities,90.38,approved,D0003499,0,0
T00002245,C004997,2025-08-09 17:49:05,mobile_app,payment,utilities,29.86,approved,D0001046,0,0
T00002246,C000592,2025-01-30 19:23:31,pos,payment,grocery,123.32,approved,D0006175,0,0
T00002247,C005588,2025-08-14 13:14:48,mobile_app,payment,transport,112.26,approved,D0001538,0,0
T00002248,C004741,2025-08-26 09:56:43,mobile_app,payment,utilities,86.81,approved,D0002919,0,0
T00002249,C004291,2025-04-03 00:41:55,mobile_app,payment,restaurants,52.1,approved,D0000940,0,0
T00002250,C005534,2025-01-21 21:55:14,mobile_app,top_up,gaming,299.74,approved,D0005966,0,0
T00002251,C003671,2025-01-07 03:59:48,pos,payment,restaurants,622.87,approved,D0008180,0,0
T00002252,C001910,2025-04-24 03:22:50,web,payment,grocery,123.72,approved,D0006552,0,0
T00002253,C004097,2025-05-05 18:34:02,mobile_app,transfer,restaurants,67.63,declined,D0002466,0,0
T00002254,C004464,2025-10-03 17:44:13,mobile_app,payment,grocery,535.35,approved,D0005387,0,0
T00002255,C002424,2025-03-01 17:58:05,mobile_app,payment,restaurants,12.45,approved,D0008947,1,0
T00002256,C003263,2025-11-19 06:56:37,mobile_app,transfer,transport,10.12,approved,D0004684,0,0
T00002257,C004386,2025-08-05 01:51:36,mobile_app,payment,retail,32.68,approved,D0000863,0,0
T00002258,C004896,2025-05-06 15:53:38,mobile_app,top_up,utilities,919.39,reversed,D0003248,0,0
T00002259,C003271,2025-05-26 01:22:02,pos,transfer,transport,330.68,approved,D0001161,0,0
T00002260,C004331,2025-04-22 07:28:15,pos,payment,gaming,140.45,approved,D0004150,0,0
T00002261,C001254,2025-07-03 04:18:17,mobile_app,top_up,retail,84.46,approved,D0001775,0,0
T00002262,C003298,2025-12-26 07:05:45,mobile_app,cash_out,grocery,27.39,approved,D0006240,0,0
T00002263,C001454,2025-07-13 23:45:48,pos,payment,gaming,230.17,approved,D0007093,0,0
T00002264,C000196,2025-01-21 09:53:05,atm,payment,retail,540.32,declined,D0000407,0,0
T00002265,C005587,2025-11-14 11:34:01,mobile_app,payment,grocery,58.65,approved,D0002506,0,0
T00002266,C000790,2025-07-07 19:32:10,atm,payment,transport,76.08,approved,D0003396,0,0
T00002267,C002205,2025-10-24 05:09:52,mobile_app,transfer,gaming,454.14,approved,D0005093,0,0
T00002268,C003068,2025-05-17 07:41:39,web,payment,utilities,239.26,approved,D0005352,0,0
T00002269,C003554,2025-01-03 02:33:34,mobile_app,payment,utilities,111.78,approved,D0000273,1,0
T00002270,C004450,2025-10-05 20:40:01,atm,payment,grocery,79.24,approved,D0003895,0,0
T00002271,C000813,2025-07-22 23:31:29,mobile_app,transfer,cash_out,175.49,approved,D0008275,0,0
T00002272,C005805,2025-11-27 10:46:31,web,top_up,transport,121.66,reversed,D0000582,0,0
T00002273,C004931,2025-12-17 05:37:00,mobile_app,payment,cash_out,174.49,approved,D0000558,0,1
T00002274,C002581,2025-05-19 08:10:52,mobile_app,payment,transport,135.55,approved,D0007850,0,0
T00002275,C001532,2025-01-24 06:42:52,pos,payment,utilities,292.89,approved,D0004477,0,0
T00002276,C000405,2025-10-01 11:02:56,api_partner,payment,restaurants,270.27,approved,D0007487,0,0
T00002277,C002748,2025-09-23 16:41:10,api_partner,payment,retail,215.56,approved,D0002870,0,0
T00002278,C002845,2025-07-21 14:11:33,pos,payment,retail,196.38,approved,D0001116,0,0
T00002279,C002337,2025-03-31 15:46:02,pos,transfer,restaurants,383.02,declined,D0002030,0,0
T00002280,C005822,2025-11-25 21:38:42,api_partner,top_up,gaming,205.9,approved,D0001482,0,0
T00002281,C000090,2025-12-02 07:04:25,mobile_app,transfer,education,109.83,declined,D0008490,0,0
T00002282,C001406,2025-01-12 05:03:08,mobile_app,payment,utilities,22.06,declined,D0008248,0,0
T00002283,C005063,2025-10-21 08:08:04,mobile_app,cash_out,grocery,77.32,declined,D0003257,0,0
T00002284,C005421,2025-06-26 09:30:43,web,cash_out,education,32.26,approved,D0008821,0,0
T00002285,C005562,2025-10-08 07:24:36,api_partner,payment,transport,73.84,approved,D0007257,0,1
T00002286,C003574,2025-01-05 17:17:09,web,payment,grocery,92.76,approved,D0008136,0,0
T00002287,C001618,2025-10-20 16:21:08,web,payment,education,239.51,reversed,D0004979,0,0
T00002288,C005505,2025-04-13 20:28:36,pos,payment,retail,38.63,approved,D0004589,0,0
T00002289,C003595,2025-12-16 17:38:19,atm,payment,restaurants,203.63,approved,D0006802,0,0
T00002290,C001526,2025-12-12 18:40:00,pos,top_up,grocery,91.84,approved,D0002353,0,0
T00002291,C005369,2025-02-16 07:35:41,atm,cash_out,cash_out,69.31,approved,D0008567,0,0
T00002292,C001696,2025-08-27 00:49:21,mobile_app,payment,education,12.47,approved,D0003452,0,0
T00002293,C003691,2025-04-15 22:18:16,web,transfer,education,90.55,approved,D0007878,0,0
T00002294,C004042,2025-03-16 13:40:36,mobile_app,payment,grocery,105.94,approved,D0002438,0,0
T00002295,C003163,2025-03-15 09:05:38,mobile_app,transfer,cash_out,167.56,approved,D0001993,1,0
T00002296,C000753,2025-11-03 21:56:49,mobile_app,cash_out,restaurants,206.08,approved,D0006219,0,0
T00002297,C000716,2025-10-15 19:39:41,atm,payment,gaming,332.84,approved,D0008288,0,0
T00002298,C002442,2025-05-23 20:02:00,mobile_app,payment,transport,249.68,approved,D0000223,0,0
T00002299,C003430,2025-07-21 10:46:02,web,transfer,transport,76.54,approved,D0003140,0,0
T00002300,C005269,2025-06-29 18:34:00,mobile_app,payment,transport,57.1,approved,D0007636,0,0
T00002301,C000475,2025-12-17 13:12:32,api_partner,cash_out,cash_out,148.0,approved,D0000882,0,0
T00002302,C002822,2025-10-12 21:08:18,web,transfer,gaming,179.87,approved,D0008761,0,0
T00002303,C001652,2025-06-28 00:40:33,mobile_app,cash_out,retail,111.54,approved,D0007679,0,0
T00002304,C002118,2025-05-13 02:35:41,mobile_app,payment,restaurants,79.6,approved,D0006145,0,0
T00002305,C004799,2025-03-23 14:41:51,api_partner,payment,grocery,50.83,approved,D0001109,0,0
T00002306,C003761,2025-07-30 19:49:55,api_partner,top_up,grocery,24.24,approved,D0002417,0,0
T00002307,C002088,2025-05-02 21:20:41,web,cash_out,restaurants,558.5,approved,D0006192,0,0
T00002308,C002902,2025-04-14 00:38:13,web,payment,gaming,90.21,approved,D0006163,0,0
T00002309,C003101,2025-06-06 13:23:54,atm,cash_out,travel,100.56,approved,D0001756,0,0
T00002310,C003593,2025-05-04 12:40:29,pos,top_up,restaurants,297.39,approved,D0002806,0,0
T00002311,C004373,2025-01-17 17:20:52,atm,payment,gaming,134.09,declined,D0000901,0,0
T00002312,C005408,2025-11-27 23:30:50,mobile_app,cash_out,transport,115.73,approved,D0003710,0,0
T00002313,C003656,2025-06-26 15:51:07,api_partner,payment,crypto,615.1,approved,D0006882,0,0
T00002314,C000183,2025-06-29 01:42:23,web,payment,cash_out,391.1,approved,D0001408,1,0
T00002315,C005035,2025-09-13 09:09:13,web,payment,retail,153.2,declined,D0008586,0,0
T00002316,C001623,2025-08-03 10:10:27,mobile_app,top_up,restaurants,101.57,approved,D0005947,0,1
T00002317,C000084,2025-08-13 14:01:14,web,payment,grocery,277.46,approved,D0002172,0,0
T00002318,C000086,2025-05-21 05:27:53,pos,payment,grocery,90.79,approved,D0000316,0,0
T00002319,C001743,2025-09-28 14:38:48,mobile_app,payment,travel,191.53,approved,D0000261,0,0
T00002320,C001311,2025-07-20 18:37:12,web,payment,grocery,55.97,approved,D0003640,0,0
T00002321,C000941,2025-10-01 21:06:59,mobile_app,transfer,retail,151.78,approved,D0001468,0,0
T00002322,C001037,2025-04-25 04:06:36,api_partner,transfer,grocery,70.99,approved,D0005498,0,0
T00002323,C001401,2025-05-02 09:35:32,mobile_app,transfer,cash_out,408.03,approved,D0004069,0,0
T00002324,C003481,2025-12-20 04:43:52,mobile_app,payment,grocery,9.98,approved,D0006876,0,0
T00002325,C004821,2025-02-04 05:38:17,mobile_app,cash_out,grocery,41.39,approved,D0005474,0,0
T00002326,C003012,2025-03-02 06:10:05,pos,cash_out,travel,1016.26,approved,D0007998,0,0
T00002327,C005750,2025-11-29 03:44:37,web,payment,crypto,84.25,approved,D0006648,0,0
T00002328,C004714,2025-09-26 16:21:59,mobile_app,transfer,transport,34.05,approved,D0005694,0,0
T00002329,C003904,2025-10-26 23:33:09,mobile_app,payment,grocery,289.92,approved,D0000635,0,0
T00002330,C000725,2025-12-30 01:12:21,atm,payment,restaurants,34.04,approved,D0004857,0,0
T00002331,C000188,2025-08-29 11:50:16,api_partner,payment,crypto,95.38,approved,D0003027,0,0
T00002332,C005896,2025-05-16 19:48:55,mobile_app,cash_out,education,131.87,approved,D0002782,0,0
T00002333,C004831,2025-03-13 23:20:06,mobile_app,top_up,grocery,628.0,approved,D0001843,0,0
T00002334,C002773,2025-07-29 01:19:19,mobile_app,transfer,restaurants,167.23,approved,D0004137,0,0
T00002335,C004613,2025-05-24 02:55:00,atm,payment,utilities,17.39,approved,D0008322,1,0
T00002336,C002581,2025-11-05 03:36:56,mobile_app,payment,grocery,82.44,approved,D0006259,0,0
T00002337,C003701,2025-02-27 19:26:47,mobile_app,payment,gaming,365.97,approved,D0001039,0,0
T00002338,C002940,2025-10-11 11:09:02,mobile_app,payment,gaming,85.37,approved,D0006323,0,0
T00002339,C001139,2025-05-26 03:43:38,atm,transfer,education,17.57,approved,D0003182,0,0
T00002340,C000204,2025-05-31 12:31:49,pos,payment,grocery,64.77,approved,D0000077,0,0
T00002341,C003381,2025-07-28 00:52:15,web,payment,retail,63.42,declined,D0005788,0,0
T00002342,C001346,2025-10-02 03:48:54,pos,transfer,gaming,70.05,approved,D0003352,0,1
T00002343,C000361,2025-08-10 18:53:29,pos,payment,transport,129.19,approved,D0005495,0,0
T00002344,C005246,2025-08-27 23:34:08,pos,transfer,utilities,20.87,approved,D0006331,0,0
T00002345,C001144,2025-01-19 21:15:56,mobile_app,payment,restaurants,197.41,approved,D0007509,1,0
T00002346,C000214,2025-02-16 18:13:45,web,cash_out,transport,32.59,approved,D0005166,0,0
T00002347,C001849,2025-02-23 02:36:22,pos,cash_out,grocery,84.33,approved,D0006060,0,0
T00002348,C003383,2025-05-23 19:29:28,web,cash_out,restaurants,33.46,approved,D0001811,1,0
T00002349,C000642,2025-03-17 09:32:16,mobile_app,payment,retail,123.79,approved,D0004022,0,0
T00002350,C000606,2025-06-21 23:33:02,mobile_app,top_up,education,25.72,approved,D0000672,0,0
T00002351,C000366,2025-04-07 20:21:36,api_partner,payment,cash_out,200.41,approved,D0001047,0,0
T00002352,C001229,2025-06-25 09:48:57,pos,cash_out,gaming,68.27,approved,D0000367,0,0
T00002353,C000899,2025-09-04 18:04:20,pos,payment,education,70.95,approved,D0006835,0,0
T00002354,C004283,2025-06-01 17:11:46,pos,top_up,grocery,455.37,approved,D0002519,0,0
T00002355,C002772,2025-07-05 04:18:08,mobile_app,payment,grocery,44.57,approved,D0005303,0,0
T00002356,C003065,2025-09-08 23:20:06,mobile_app,transfer,gaming,102.35,approved,D0003331,0,0
T00002357,C002751,2025-05-04 19:40:50,mobile_app,top_up,crypto,193.32,approved,D0008833,0,0
T00002358,C005381,2025-08-10 00:31:19,mobile_app,transfer,grocery,73.12,approved,D0006744,0,0
T00002359,C000090,2025-08-17 21:27:15,pos,transfer,travel,331.81,approved,D0005338,0,0
T00002360,C000989,2025-11-05 19:13:07,mobile_app,transfer,utilities,89.82,approved,D0005376,0,0
T00002361,C002441,2025-11-03 15:14:12,mobile_app,top_up,utilities,61.37,approved,D0006834,0,0
T00002362,C005270,2025-05-26 05:46:23,mobile_app,transfer,crypto,522.34,approved,D0001427,1,0
T00002363,C005564,2025-09-30 12:11:14,mobile_app,payment,retail,16.32,approved,D0002428,0,0
T00002364,C003212,2025-06-27 22:37:26,mobile_app,payment,restaurants,774.12,approved,D0003644,0,0
T00002365,C000293,2025-04-25 20:24:24,mobile_app,transfer,transport,103.64,approved,D0004986,0,0
T00002366,C001490,2025-06-20 22:14:35,mobile_app,payment,grocery,120.71,approved,D0003126,0,0
T00002367,C004727,2025-05-23 16:45:19,mobile_app,payment,transport,170.05,approved,D0002583,0,0
T00002368,C003170,2025-01-30 11:14:18,mobile_app,transfer,grocery,116.8,approved,D0006656,0,0
T00002369,C004266,2025-05-26 17:37:14,web,payment,utilities,97.39,approved,D0008418,0,0
T00002370,C005430,2025-02-27 16:05:26,mobile_app,payment,utilities,32.48,approved,D0006221,0,0
T00002371,C001450,2025-09-28 00:04:52,mobile_app,transfer,utilities,195.7,approved,D0004236,0,0
T00002372,C004986,2025-08-16 01:37:12,mobile_app,cash_out,grocery,407.79,approved,D0000927,0,0
T00002373,C001091,2025-03-18 08:34:29,pos,payment,grocery,104.46,approved,D0008279,0,0
T00002374,C003630,2025-02-01 09:37:08,mobile_app,payment,grocery,40.38,approved,D0000588,0,0
T00002375,C002616,2025-08-19 21:37:11,api_partner,payment,grocery,153.86,declined,D0001491,0,1
T00002376,C000151,2025-11-20 05:56:23,mobile_app,cash_out,retail,42.01,approved,D0003332,0,0
T00002377,C005435,2025-12-20 14:53:10,mobile_app,payment,grocery,193.1,approved,D0005552,0,0
T00002378,C000984,2025-09-23 16:58:07,mobile_app,payment,grocery,49.14,approved,D0006223,0,0
T00002379,C001820,2025-04-29 19:52:56,mobile_app,cash_out,utilities,205.82,approved,D0005988,0,1
T00002380,C000977,2025-04-25 18:12:05,web,transfer,retail,20.49,declined,D0005521,0,0
T00002381,C000189,2025-04-01 16:21:39,mobile_app,cash_out,retail,1365.32,approved,D0002540,0,0
T00002382,C002779,2025-08-14 06:05:46,pos,payment,transport,234.79,approved,D0004612,0,0
T00002383,C003757,2025-09-28 21:43:07,pos,payment,grocery,238.04,approved,D0001219,0,0
T00002384,C005725,2025-02-01 23:02:37,mobile_app,payment,retail,170.94,approved,D0003426,0,0
T00002385,C002572,2025-10-03 01:01:59,web,transfer,cash_out,400.72,declined,D0001163,0,0
T00002386,C001187,2025-02-22 14:48:42,web,payment,transport,46.6,approved,D0003856,0,0
T00002387,C003902,2025-06-14 00:08:34,mobile_app,payment,retail,120.94,approved,D0006765,0,0
T00002388,C003440,2025-05-16 16:24:34,mobile_app,top_up,retail,66.1,approved,D0001106,0,0
T00002389,C002565,2025-07-05 06:34:36,mobile_app,payment,education,28.67,approved,D0003696,0,0
T00002390,C004811,2025-02-03 12:00:46,mobile_app,transfer,grocery,259.9,reversed,D0004919,0,0
T00002391,C001348,2025-11-29 23:01:19,mobile_app,transfer,travel,85.48,approved,D0001887,0,0
T00002392,C005313,2025-05-04 21:14:47,web,payment,grocery,155.35,approved,D0005870,0,0
T00002393,C005485,2025-08-31 04:24:02,web,transfer,crypto,567.46,approved,D0001520,0,0
T00002394,C003408,2025-05-11 20:52:56,mobile_app,payment,utilities,139.3,approved,D0004531,0,0
T00002395,C002626,2025-11-22 12:23:18,mobile_app,payment,restaurants,117.09,approved,D0001628,0,0
T00002396,C003753,2025-03-23 03:10:50,mobile_app,payment,retail,103.53,approved,D0002463,0,0
T00002397,C000667,2025-02-07 11:43:02,mobile_app,transfer,travel,359.37,approved,D0003599,0,0
T00002398,C004684,2025-04-07 20:35:28,mobile_app,top_up,restaurants,114.66,approved,D0007370,0,0
T00002399,C000773,2025-05-12 20:03:48,mobile_app,payment,restaurants,354.32,approved,D0007202,0,0
T00002400,C003205,2025-01-22 09:57:45,mobile_app,cash_out,utilities,76.1,approved,D0000319,0,0
T00002401,C004950,2025-05-28 00:38:53,mobile_app,top_up,grocery,278.03,approved,D0007720,0,0
T00002402,C001165,2025-01-17 06:35:32,mobile_app,payment,gaming,126.72,approved,D0005273,0,0
T00002403,C004954,2025-07-02 06:09:12,mobile_app,payment,retail,42.86,approved,D0001750,0,0
T00002404,C004595,2025-01-22 19:59:13,mobile_app,payment,retail,49.12,approved,D0006563,0,0
T00002405,C000649,2025-02-01 18:55:33,mobile_app,payment,restaurants,48.27,approved,D0001227,1,0
T00002406,C002224,2025-09-04 04:55:34,mobile_app,payment,grocery,219.47,approved,D0007781,1,0
T00002407,C004896,2025-11-25 02:34:53,pos,transfer,travel,80.96,approved,D0001745,0,0
T00002408,C004947,2025-03-01 00:36:21,pos,transfer,grocery,136.9,approved,D0001757,0,0
T00002409,C001060,2025-04-24 11:32:47,mobile_app,payment,restaurants,260.0,reversed,D0000728,0,0
T00002410,C000988,2025-09-01 03:58:10,mobile_app,payment,restaurants,13.14,approved,D0002083,0,0
T00002411,C002191,2025-10-22 06:48:14,mobile_app,payment,cash_out,322.76,approved,D0001323,0,0
T00002412,C004745,2025-05-16 17:22:14,mobile_app,payment,utilities,631.46,approved,D0001684,0,0
T00002413,C004624,2025-08-14 09:55:23,mobile_app,transfer,transport,120.83,declined,D0004545,0,0
T00002414,C001786,2025-01-21 10:59:54,mobile_app,payment,education,233.09,approved,D0007348,0,0
T00002415,C001528,2025-08-01 22:14:39,mobile_app,payment,gaming,241.45,declined,D0002823,0,0
T00002416,C004680,2025-11-09 07:39:19,atm,payment,utilities,73.66,approved,D0003931,1,0
T00002417,C004320,2025-04-21 02:18:37,api_partner,payment,retail,67.71,approved,D0004123,0,0
T00002418,C001902,2025-05-02 21:28:10,pos,transfer,travel,359.37,approved,D0005457,1,0
T00002419,C002404,2025-06-17 15:36:42,pos,cash_out,restaurants,54.97,approved,D0003081,1,1
T00002420,C002986,2025-10-14 03:02:39,mobile_app,transfer,grocery,60.67,approved,D0002671,0,0
T00002421,C001851,2025-06-11 07:03:57,pos,transfer,retail,171.16,approved,D0008423,1,0
T00002422,C001008,2025-01-02 19:01:15,mobile_app,payment,utilities,48.16,approved,D0008821,0,0
T00002423,C005156,2025-12-30 04:37:11,api_partner,cash_out,utilities,179.28,approved,D0006050,1,0
T00002424,C000546,2025-10-11 03:26:07,pos,payment,transport,62.55,approved,D0004654,0,0
T00002425,C000525,2025-07-29 14:19:34,mobile_app,payment,transport,61.58,approved,D0005798,0,0
T00002426,C004011,2025-04-20 16:48:23,pos,payment,grocery,102.5,approved,D0008187,0,0
T00002427,C001738,2025-04-29 15:57:54,mobile_app,transfer,retail,153.88,approved,D0002377,0,0
T00002428,C001081,2025-10-16 16:26:01,mobile_app,payment,utilities,83.89,approved,D0002501,0,0
T00002429,C002022,2025-11-07 00:34:11,atm,transfer,grocery,360.97,approved,D0007047,1,0
T00002430,C005563,2025-10-15 18:18:40,mobile_app,payment,transport,39.92,approved,D0006763,1,0
T00002431,C001339,2025-05-07 20:57:38,pos,payment,retail,844.51,approved,D0002477,0,0
T00002432,C002159,2025-05-31 15:16:29,mobile_app,transfer,grocery,245.5,approved,D0003662,0,0
T00002433,C003188,2025-08-10 16:06:43,mobile_app,payment,grocery,123.1,approved,D0004451,1,0
T00002434,C001331,2025-02-07 18:42:25,pos,cash_out,grocery,169.45,approved,D0008069,0,0
T00002435,C000771,2025-10-11 08:56:17,atm,payment,grocery,21.79,approved,D0001093,0,0
T00002436,C005787,2025-04-12 10:35:08,mobile_app,payment,transport,29.37,approved,D0002908,0,0
T00002437,C001742,2025-06-03 08:14:09,mobile_app,top_up,grocery,78.54,approved,D0004270,0,0
T00002438,C004406,2025-08-14 15:19:32,web,payment,travel,179.1,approved,D0004661,0,0
T00002439,C004190,2025-09-07 02:13:14,web,payment,utilities,509.31,approved,D0001999,0,0
T00002440,C005175,2025-12-22 18:06:28,mobile_app,top_up,utilities,140.84,approved,D0003663,1,0
T00002441,C004113,2025-06-13 23:30:10,pos,payment,retail,230.7,approved,D0000628,0,0
T00002442,C001359,2025-07-26 18:38:48,pos,transfer,crypto,292.02,approved,D0000905,0,0
T00002443,C003134,2025-05-25 02:15:51,mobile_app,cash_out,gaming,76.4,approved,D0002508,0,0
T00002444,C002797,2025-07-24 11:48:34,mobile_app,payment,grocery,161.76,approved,D0003269,0,0
T00002445,C001597,2025-11-10 01:44:39,mobile_app,transfer,cash_out,190.32,approved,D0004182,0,0
T00002446,C001981,2025-09-11 14:25:51,web,transfer,retail,140.64,approved,D0002211,0,0
T00002447,C000556,2025-09-12 12:20:27,atm,payment,utilities,80.62,approved,D0000751,0,0
T00002448,C005447,2025-09-22 13:18:12,web,transfer,crypto,96.51,approved,D0008062,0,0
T00002449,C003965,2025-09-27 21:12:26,web,cash_out,travel,1536.38,approved,D0000886,0,0
T00002450,C005248,2025-10-23 05:07:44,pos,payment,retail,53.66,approved,D0002706,0,0
T00002451,C003572,2025-05-08 22:26:39,mobile_app,payment,travel,195.92,approved,D0004723,0,0
T00002452,C003060,2025-10-11 15:29:03,mobile_app,payment,grocery,156.77,approved,D0008736,0,0
T00002453,C004355,2025-05-23 18:11:49,mobile_app,top_up,travel,43.87,approved,D0006991,1,0
T00002454,C002761,2025-07-28 10:31:59,api_partner,payment,cash_out,583.14,approved,D0004813,0,0
T00002455,C000835,2025-10-09 11:25:23,atm,payment,travel,99.15,approved,D0005270,0,0
T00002456,C001648,2025-03-16 09:13:02,pos,payment,transport,220.35,approved,D0005185,0,0
