customer_id,document_type,age,segment,district,kyc_status,risk_level,signup_date,monthly_income_pen
C000832,DNI,30,mass_market,Arequipa,pending,low,2023-12-05,4544.07
C000833,DNI,19,mass_market,Lima,verified,low,2024-01-24,2397.9
C000834,DNI,49,mass_market,Miraflores,verified,low,2024-04-18,4680.26
C000835,DNI,67,mass_market,San Borja,verified,high,2024-09-07,3722.09
C000836,DNI,48,mass_market,La Molina,verified,low,2023-05-22,1717.57
C000837,DNI,28,sme,Surco,verified,low,2023-06-19,2790.23
C000838,DNI,54,mass_market,Trujillo,verified,low,2023-01-13,2321.22
C000839,DNI,21,affluent,La Molina,verified,low,2024-10-30,2132.24
C000840,DNI,51,affluent,Arequipa,verified,medium,2024-03-24,4931.55
C000841,DNI,33,mass_market,Surco,verified,low,2023-06-23,11859.79
C000842,DNI,48,affluent,Callao,pending,medium,2024-11-04,5507.75
C000843,DNI,42,mass_market,Surco,verified,low,2023-05-12,2937.09
C000844,DNI,56,premium,San Borja,verified,medium,2024-06-23,5959.42
C000845,DNI,25,mass_market,Lima,verified,low,2024-08-17,7647.21
C000846,DNI,25,mass_market,Lima,verified,medium,2023-09-26,1386.03
C000847,DNI,51,mass_market,Arequipa,pending,low,2023-09-08,5846.92
C000848,DNI,32,premium,Surco,verified,medium,2024-01-05,4552.01
C000849,CE,22,mass_market,La Molina,verified,low,2024-09-09,5729.97
C000850,DNI,36,affluent,Arequipa,verified,low,2024-06-09,4662.5
C000851,DNI,27,mass_market,Trujillo,verified,medium,2024-08-14,2630.03
C000852,DNI,26,affluent,Arequipa,rejected,low,2024-05-20,9118.67
C000853,DNI,74,mass_market,Arequipa,verified,medium,2024-11-02,3593.13
C000854,CE,71,sme,Callao,verified,low,2023-06-27,2347.53
C000855,DNI,46,mass_market,Piura,verified,low,2024-10-28,3937.45
C000856,DNI,69,mass_market,San Borja,verified,medium,2024-06-30,5088.9
C000857,DNI,57,mass_market,Callao,verified,low,2023-09-16,3140.44
C000858,DNI,54,mass_market,Lima,verified,low,2023-09-17,3700.51
C000859,DNI,36,affluent,Lima,verified,high,2023-05-15,3129.42
C000860,DNI,30,mass_market,Miraflores,verified,low,2024-04-05,2073.43
C000861,DNI,63,affluent,Miraflores,verified,low,2024-05-03,1896.94
C000862,DNI,57,mass_market,La Molina,verified,low,2024-10-04,1378.09
C000863,DNI,33,mass_market,Lima,verified,medium,2023-03-22,6869.94
C000864,PASSPORT,47,mass_market,Piura,verified,high,2024-01-02,2636.27
C000865,DNI,71,mass_market,Callao,verified,high,2023-02-28,452.52
C000866,DNI,22,affluent,Trujillo,verified,low,2023-03-15,3707.43
C000867,DNI,50,mass_market,Piura,verified,low,2023-08-27,3665.44
C000868,DNI,36,mass_market,Miraflores,verified,low,2023-05-09,1067.83
C000869,DNI,72,sme,Surco,verified,low,2024-02-16,1885.94
C000870,DNI,36,premium,Piura,verified,low,2023-11-11,1840.96
C000871,DNI,34,mass_market,Piura,verified,low,2024-01-09,1981.78
C000872,DNI,41,mass_market,Piura,verified,medium,2024-03-12,5808.2
C000873,DNI,72,affluent,Piura,verified,medium,2023-05-18,2746.6
C000874,DNI,70,mass_market,Piura,verified,low,2024-03-30,2356.71
C000875,DNI,45,mass_market,Miraflores,verified,high,2024-09-06,5526.52
C000876,DNI,59,mass_market,Lima,verified,high,2023-01-09,3914.49
C000877,DNI,54,affluent,Arequipa,verified,low,2023-08-20,1144.2
C000878,DNI,39,affluent,Piura,pending,low,2024-09-02,2123.58
C000879,DNI,56,mass_market,Piura,verified,low,2024-12-30,3558.45
C000880,DNI,33,mass_market,San Borja,verified,low,2024-02-01,1783.55
C000881,DNI,52,mass_market,Lima,rejected,low,2024-11-10,9102.05
C000882,DNI,44,affluent,Arequipa,verified,low,2024-07-27,3171.89
C000883,DNI,29,mass_market,Trujillo,verified,high,2023-11-14,1969.71
C000884,DNI,63,mass_market,Trujillo,verified,low,2024-05-21,1607.41
C000885,DNI,45,affluent,Surco,verified,low,2024-06-05,4964.86
C000886,CE,69,mass_market,Cusco,verified,low,2023-03-28,2087.4
C000887,DNI,18,affluent,Callao,verified,low,2024-12-16,3673.71
C000888,DNI,56,mass_market,San Borja,verified,low,2023-11-14,1582.35
C000889,DNI,35,mass_market,Lima,verified,low,2023-11-29,3098.3
C000890,DNI,40,mass_market,Lima,verified,high,2023-12-26,2101.2
C000891,DNI,39,affluent,Cusco,verified,low,2023-08-29,2506.23
C000892,DNI,21,sme,Surco,verified,medium,2023-02-25,1923.78
C000893,DNI,65,sme,La Molina,verified,low,2023-04-20,5240.09
C000894,DNI,28,mass_market,Miraflores,verified,low,2023-02-18,2275.48
C000895,DNI,35,affluent,Surco,verified,low,2023-01-16,2754.8
C000896,PASSPORT,72,mass_market,Arequipa,verified,medium,2023-03-14,2828.98
C000897,DNI,65,mass_market,Surco,verified,medium,2023-07-21,7235.46
C000898,DNI,24,sme,Cusco,verified,low,2023-04-03,4864.26
C000899,DNI,38,mass_market,Cusco,verified,low,2024-10-10,4604.89
C000900,PASSPORT,74,mass_market,Callao,verified,low,2023-02-02,1251.58
C000901,DNI,52,mass_market,San Borja,verified,medium,2024-08-22,2077.63
C000902,DNI,74,mass_market,Piura,verified,low,2024-02-23,5731.54
C000903,DNI,54,mass_market,Trujillo,verified,low,2023-07-22,1565.54
C000904,DNI,67,affluent,Cusco,pending,low,2024-07-04,3121.93
C000905,DNI,74,mass_market,Callao,verified,low,2024-09-17,1659.23
C000906,DNI,47,sme,Miraflores,verified,medium,2024-12-20,1753.38
C000907,DNI,34,sme,Trujillo,verified,low,2023-11-08,7513.32
C000908,DNI,50,mass_market,La Molina,verified,low,2024-04-13,4427.54
C000909,DNI,33,mass_market,Lima,verified,low,2024-01-29,5119.07
C000910,DNI,32,mass_market,Miraflores,verified,low,2023-07-30,4587.35
C000911,DNI,30,affluent,La Molina,verified,low,2024-07-24,2761.12
C000912,DNI,56,mass_market,Trujillo,verified,medium,2023-06-05,2037.79
C000913,CE,20,affluent,Miraflores,pending,low,2024-09-25,2389.53
C000914,DNI,41,mass_market,Callao,verified,low,2024-09-23,2682.48
C000915,DNI,40,affluent,La Molina,verified,low,2023-11-18,7918.5
C000916,DNI,62,mass_market,Lima,verified,low,2024-03-10,1429.39
C000917,DNI,65,mass_market,Piura,verified,low,2024-07-27,2198.4
C000918,DNI,72,premium,Callao,pending,medium,2024-10-31,1804.2
C000919,DNI,18,affluent,Arequipa,verified,low,2023-02-09,5330.19
C000920,DNI,49,mass_market,Lima,verified,medium,2023-02-09,8263.34
C000921,DNI,50,sme,San Borja,verified,low,2024-03-28,3532.75
C000922,DNI,65,mass_market,Surco,verified,low,2023-07-09,3696.19
C000923,DNI,47,sme,San Borja,rejected,low,2023-01-15,3134.5
C000924,DNI,19,affluent,Cusco,verified,medium,2023-05-04,3791.87
C000925,DNI,35,mass_market,Piura,verified,high,2023-10-07,4560.72
C000926,DNI,70,mass_market,Arequipa,verified,medium,2023-02-17,3767.26
C000927,DNI,74,mass_market,Arequipa,verified,medium,2023-07-08,3922.01
C000928,DNI,72,mass_market,Surco,verified,low,2023-10-31,4566.39
C000929,DNI,47,affluent,La Molina,verified,low,2024-07-12,1120.97
C000930,DNI,35,mass_market,Surco,verified,high,2024-11-26,2984.25
C000931,DNI,22,mass_market,Cusco,verified,medium,2023-04-15,3525.81
C000932,DNI,22,sme,San Borja,verified,low,2024-01-04,3747.64
C000933,DNI,25,premium,Arequipa,verified,low,2024-05-15,2713.55
C000934,DNI,26,mass_market,San Borja,pending,low,2024-04-04,3256.52
C000935,CE,49,mass_market,Lima,verified,low,2023-09-04,2006.31
C000936,DNI,73,mass_market,Piura,verified,low,2023-09-21,1123.09
C000937,DNI,31,mass_market,Miraflores,verified,low,2023-07-25,5119.06
C000938,DNI,30,sme,Cusco,pending,low,2024-05-21,1597.34
C000939,DNI,35,mass_market,Miraflores,verified,medium,2024-06-13,2729.16
C000940,DNI,21,affluent,Cusco,verified,medium,2023-12-30,1974.32
C000941,DNI,67,mass_market,Trujillo,verified,medium,2023-12-06,7135.62
C000942,DNI,39,affluent,Piura,verified,medium,2024-02-11,2853.2
C000943,DNI,37,affluent,Lima,verified,low,2024-03-28,2513.04
C000944,DNI,32,sme,Piura,verified,medium,2024-07-31,4497.72
C000945,DNI,24,mass_market,La Molina,verified,low,2023-05-30,9760.13
C000946,DNI,30,mass_market,Cusco,verified,high,2023-07-12,3726.14
C000947,DNI,51,mass_market,Miraflores,verified,low,2023-05-27,2422.17
C000948,DNI,58,sme,Cusco,pending,medium,2024-02-10,4372.66
C000949,DNI,47,sme,La Molina,verified,low,2023-07-02,1255.17
C000950,DNI,22,affluent,Cusco,verified,low,2023-04-16,3058.06
C000951,DNI,18,affluent,Piura,pending,low,2023-08-24,8925.58
C000952,DNI,48,affluent,Callao,verified,low,2024-09-29,3251.14
C000953,DNI,68,mass_market,Cusco,verified,low,2023-06-28,3163.0
C000954,DNI,37,sme,Trujillo,verified,low,2024-03-07,3014.98
C000955,DNI,36,mass_market,Trujillo,verified,medium,2024-02-05,2398.23
C000956,DNI,71,mass_market,Arequipa,verified,low,2024-06-08,3543.85
C000957,DNI,46,mass_market,Trujillo,verified,low,2024-06-23,4566.03
C000958,DNI,62,mass_market,Cusco,verified,low,2023-11-19,2483.69
C000959,CE,55,mass_market,Cusco,verified,low,2023-09-18,757.55
C000960,DNI,27,affluent,Callao,verified,low,2024-09-03,3851.01
C000961,DNI,46,mass_market,Trujillo,pending,low,2024-11-30,9635.6
C000962,DNI,48,affluent,San Borja,verified,high,2024-02-03,2423.71
C000963,DNI,28,mass_market,Cusco,verified,low,2023-12-03,1327.24
C000964,DNI,40,mass_market,Lima,verified,medium,2023-10-27,4326.77
C000965,DNI,47,mass_market,Lima,verified,medium,2023-04-29,7778.41
C000966,DNI,42,mass_market,Miraflores,verified,medium,2024-07-11,3988.44
C000967,DNI,33,affluent,Callao,verified,low,2024-02-17,7696.99
C000968,DNI,74,mass_market,La Molina,verified,low,2024-08-02,4612.46
C000969,DNI,40,affluent,San Borja,verified,low,2024-01-19,4397.4
C000970,DNI,50,mass_market,Cusco,verified,medium,2024-04-24,2241.95
C000971,DNI,68,affluent,Piura,verified,low,2023-11-01,3487.62
C000972,CE,54,premium,Surco,verified,high,2024-11-13,2933.03
C000973,DNI,45,affluent,Surco,verified,low,2023-07-15,2878.27
C000974,DNI,44,mass_market,La Molina,verified,low,2023-11-29,2592.49
C000975,DNI,23,mass_market,Arequipa,verified,low,2023-01-20,3374.79
C000976,DNI,55,mass_market,Piura,verified,low,2024-09-14,1461.2
C000977,DNI,54,affluent,Surco,verified,medium,2024-10-19,4658.48
C000978,DNI,23,mass_market,La Molina,rejected,low,2024-12-04,1839.48
C000979,DNI,42,mass_market,Surco,verified,low,2024-03-08,2597.62
C000980,DNI,30,affluent,Callao,verified,low,2024-03-01,3575.31
C000981,CE,50,mass_market,Miraflores,verified,low,2023-08-17,1790.05
C000982,DNI,50,affluent,Arequipa,verified,low,2024-06-07,1010.75
C000983,DNI,42,mass_market,Callao,verified,low,2023-08-05,2414.69
C000984,DNI,31,mass_market,Piura,verified,low,2024-08-13,1356.82
C000985,DNI,57,affluent,La Molina,verified,low,2024-01-10,4410.62
C000986,CE,58,mass_market,San Borja,verified,low,2023-02-05,1580.62
C000987,PASSPORT,72,affluent,Piura,verified,low,2023-01-28,6746.88
C000988,DNI,59,mass_market,Piura,verified,low,2024-01-07,2971.48
C000989,DNI,55,mass_market,Trujillo,pending,medium,2023-03-27,3079.57
C000990,DNI,26,sme,San Borja,verified,medium,2023-07-07,1002.9
C000991,DNI,35,affluent,Lima,verified,medium,2023-11-01,3228.18
C000992,DNI,32,affluent,Trujillo,verified,high,2024-02-26,2852.36
C000993,DNI,21,mass_market,La Molina,verified,low,2023-03-21,1458.99
C000994,DNI,51,affluent,Lima,verified,low,2023-07-05,3127.53
C000995,DNI,55,mass_market,Surco,verified,low,2023-01-05,2395.01
C000996,DNI,34,mass_market,Surco,verified,low,2024-07-11,2645.9
C000997,DNI,24,sme,Piura,verified,low,2024-05-11,3023.7
C000998,DNI,49,mass_market,Trujillo,verified,medium,2024-05-23,2300.08
C000999,DNI,72,premium,Cusco,verified,low,2024-09-05,3413.7
C001000,DNI,40,mass_market,San Borja,verified,low,2023-01-02,2842.37
C001001,DNI,37,mass_market,Lima,verified,low,2023-08-05,3866.18
C001002,DNI,64,mass_market,San Borja,pending,low,2024-06-20,2228.82
C001003,DNI,73,sme,Trujillo,verified,low,2023-09-14,1659.54
C001004,DNI,70,affluent,Piura,verified,medium,2024-03-28,2018.52
C001005,DNI,19,sme,Callao,verified,low,2024-02-28,6591.01
C001006,PASSPORT,38,affluent,Surco,verified,medium,2023-11-20,5043.13
C001007,PASSPORT,29,affluent,Lima,verified,high,2024-05-13,5810.13
C001008,DNI,59,sme,Lima,verified,low,2024-08-03,6035.97
C001009,DNI,74,mass_market,La Molina,verified,low,2023-07-16,2306.59
C001010,CE,66,mass_market,Lima,verified,medium,2024-05-18,3507.63
C001011,DNI,44,mass_market,Trujillo,verified,low,2023-09-29,3107.93
C001012,DNI,67,premium,Lima,rejected,low,2024-11-24,4284.44
C001013,DNI,65,premium,Lima,verified,medium,2023-01-18,2542.64
C001014,CE,27,mass_market,San Borja,verified,low,2023-04-17,3137.36
C001015,DNI,25,affluent,Piura,verified,low,2024-06-12,3101.84
C001016,DNI,38,premium,Miraflores,verified,low,2023-05-05,3994.78
C001017,DNI,74,mass_market,Lima,verified,low,2024-04-27,4275.45
C001018,DNI,39,affluent,Cusco,verified,low,2024-08-16,3138.56
C001019,DNI,30,sme,Piura,verified,low,2023-01-04,3191.34
C001020,PASSPORT,65,mass_market,Arequipa,verified,low,2024-09-18,3375.31
C001021,DNI,57,affluent,La Molina,verified,low,2023-12-17,7373.17
C001022,DNI,29,mass_market,San Borja,verified,high,2023-12-17,1151.13
C001023,CE,34,premium,La Molina,verified,medium,2024-10-10,1748.78
C001024,DNI,65,premium,Callao,verified,low,2023-08-16,4317.9
C001025,DNI,26,premium,Lima,verified,low,2023-01-16,3457.78
C001026,DNI,74,mass_market,Surco,verified,low,2024-02-29,3444.42
C001027,DNI,68,sme,Cusco,pending,low,2024-04-08,4303.24
C001028,DNI,66,sme,San Borja,pending,medium,2024-12-24,3353.29
C001029,PASSPORT,73,mass_market,La Molina,pending,low,2023-09-03,2191.62
C001030,DNI,57,sme,Lima,verified,low,2023-06-26,4212.64
C001031,DNI,29,mass_market,Surco,verified,low,2024-06-26,3015.4
C001032,DNI,26,affluent,Surco,pending,medium,2024-05-23,2330.49
C001033,DNI,47,mass_market,Callao,pending,medium,2024-07-15,4357.69
C001034,DNI,23,mass_market,Piura,verified,low,2024-10-16,4264.45
C001035,DNI,42,mass_market,Cusco,verified,low,2024-07-17,3354.71
C001036,DNI,45,affluent,Miraflores,verified,low,2023-08-21,7664.97
C001037,DNI,27,mass_market,Cusco,verified,low,2024-11-08,6184.21
C001038,DNI,58,affluent,Callao,verified,low,2023-02-07,5172.03
C001039,DNI,45,mass_market,Trujillo,verified,high,2024-05-05,12228.21
C001040,DNI,46,mass_market,Piura,verified,low,2024-03-19,2750.24
C001041,DNI,53,mass_market,San Borja,verified,medium,2023-01-20,2308.52
C001042,DNI,28,affluent,Piura,verified,high,2024-09-02,4784.8
C001043,DNI,38,mass_market,Callao,verified,low,2024-12-27,2594.25
C001044,DNI,71,affluent,Callao,rejected,low,2024-07-09,3000.58
C001045,DNI,55,sme,San Borja,verified,medium,2023-04-21,1733.23
C001046,DNI,43,affluent,San Borja,verified,low,2024-05-01,4161.63
C001047,DNI,35,mass_market,San Borja,verified,low,2023-03-30,1327.36
C001048,DNI,21,mass_market,Piura,verified,low,2023-11-15,2826.97
C001049,CE,61,sme,Lima,verified,low,2023-04-28,2955.89
C001050,DNI,58,mass_market,La Molina,verified,low,2024-03-09,2345.32
C001051,DNI,32,sme,Arequipa,verified,low,2023-08-27,1134.03
C001052,DNI,40,mass_market,San Borja,verified,low,2023-03-13,1129.41
C001053,DNI,58,premium,La Molina,verified,low,2024-02-03,1977.53
C001054,DNI,23,affluent,Arequipa,verified,low,2024-02-08,4009.72
C001055,DNI,60,premium,Piura,verified,low,2024-11-05,3494.37
C001056,DNI,24,mass_market,La Molina,verified,low,2023-09-08,2954.13
C001057,DNI,74,affluent,San Borja,verified,low,2023-07-14,1832.57
C001058,DNI,63,mass_market,Miraflores,verified,low,2024-07-25,3596.16
C001059,DNI,65,mass_market,Callao,verified,medium,2024-09-01,1108.25
C001060,DNI,32,affluent,La Molina,verified,medium,2024-08-07,797.83
C001061,DNI,69,sme,Surco,verified,medium,2023-08-10,2607.93
C001062,DNI,26,premium,Surco,verified,medium,2024-09-22,2207.62
C001063,DNI,68,affluent,La Molina,verified,low,2023-07-01,5204.32
C001064,DNI,47,mass_market,San Borja,verified,low,2024-12-30,3251.56
C001065,DNI,61,mass_market,Cusco,pending,low,2023-09-13,7390.16
C001066,DNI,60,affluent,San Borja,pending,medium,2023-03-29,2205.0
C001067,DNI,45,mass_market,Piura,verified,medium,2024-05-06,3896.07
C001068,DNI,47,mass_market,San Borja,verified,low,2023-12-02,2594.76
C001069,DNI,25,mass_market,Piura,verified,low,2024-06-21,6373.77
C001070,DNI,52,mass_market,Cusco,verified,low,2024-02-11,2664.5
C001071,DNI,68,mass_market,Miraflores,verified,low,2024-09-24,4769.15
C001072,CE,52,mass_market,Piura,verified,low,2023-10-16,1647.99
C001073,DNI,74,mass_market,Trujillo,verified,high,2023-12-28,2372.34
C001074,DNI,43,mass_market,Surco,verified,low,2024-03-16,2846.3
C001075,DNI,47,premium,Callao,verified,medium,2023-01-30,5972.25
C001076,DNI,52,mass_market,Surco,verified,low,2024-12-14,890.29
C001077,DNI,55,mass_market,Piura,verified,low,2024-07-01,2482.56
C001078,DNI,28,affluent,Trujillo,verified,medium,2024-09-28,2436.79
C001079,DNI,37,mass_market,Lima,verified,low,2023-08-11,951.14
C001080,DNI,63,premium,Miraflores,verified,low,2023-05-04,2309.49
C001081,DNI,48,affluent,Miraflores,verified,low,2024-11-13,1277.47
C001082,DNI,51,mass_market,Lima,verified,medium,2024-11-23,827.27
C001083,DNI,29,mass_market,Callao,verified,low,2023-08-03,2580.47
C001084,DNI,65,sme,Cusco,pending,low,2023-04-28,2532.9
C001085,DNI,45,premium,Arequipa,rejected,low,2023-08-15,2605.23
C001086,DNI,20,mass_market,Trujillo,verified,medium,2024-03-19,3425.74
C001087,CE,70,affluent,Piura,verified,high,2024-07-02,1837.81
C001088,DNI,65,mass_market,Arequipa,verified,low,2024-08-30,7982.21
C001089,DNI,59,premium,Callao,verified,low,2024-09-23,2926.87
C001090,DNI,69,mass_market,Cusco,verified,medium,2024-03-12,6048.33
C001091,DNI,22,premium,Miraflores,verified,low,2023-01-12,1183.29
C001092,DNI,30,affluent,Piura,verified,low,2023-05-02,1883.73
C001093,DNI,29,affluent,Piura,verified,low,2024-06-30,4348.01
C001094,DNI,18,mass_market,Cusco,verified,low,2024-05-03,2631.71
C001095,DNI,69,mass_market,Surco,verified,low,2023-09-08,1652.02
C001096,DNI,60,mass_market,Trujillo,verified,low,2024-08-01,1084.37
C001097,DNI,36,mass_market,Cusco,verified,low,2024-04-26,4461.6
C001098,DNI,46,mass_market,San Borja,verified,medium,2024-07-03,4265.78
C001099,DNI,64,affluent,San Borja,verified,low,2023-10-07,3407.81
C001100,CE,67,mass_market,Cusco,verified,low,2023-12-03,2269.36
C001101,DNI,65,mass_market,Miraflores,verified,medium,2023-06-17,1616.15
C001102,CE,56,premium,Cusco,verified,medium,2023-11-24,2895.35
C001103,DNI,59,sme,La Molina,verified,low,2023-09-03,1446.03
C001104,DNI,42,premium,Callao,verified,low,2024-08-13,1971.66
C001105,DNI,33,premium,San Borja,verified,low,2024-09-17,5965.14
C001106,DNI,34,mass_market,Arequipa,verified,low,2023-10-28,1077.11
C001107,DNI,45,mass_market,Cusco,verified,low,2024-12-29,4327.05
C001108,DNI,56,affluent,San Borja,verified,low,2023-07-19,6780.51
C001109,PASSPORT,60,affluent,Callao,verified,low,2024-05-14,4670.13
C001110,DNI,66,mass_market,Callao,verified,medium,2023-01-13,3710.85
C001111,DNI,22,sme,Arequipa,verified,low,2024-01-01,2310.07
C001112,DNI,18,mass_market,Piura,verified,low,2024-12-19,2089.67
C001113,DNI,20,mass_market,La Molina,verified,low,2023-04-07,865.69
C001114,DNI,65,mass_market,Cusco,verified,low,2023-03-12,3042.25
C001115,DNI,41,affluent,Lima,verified,low,2023-12-23,2389.33
C001116,DNI,46,affluent,Cusco,verified,medium,2024-06-27,2030.59
C001117,DNI,32,mass_market,Piura,verified,low,2023-09-07,2948.22
C001118,DNI,21,sme,Trujillo,verified,medium,2023-09-11,3084.99
C001119,DNI,61,mass_market,Surco,pending,low,2023-07-01,2101.58
C001120,DNI,18,mass_market,Miraflores,verified,low,2023-06-15,7238.68
C001121,DNI,66,sme,Piura,verified,low,2023-01-04,4455.22
C001122,CE,73,premium,Callao,verified,low,2024-04-07,4880.26
C001123,DNI,32,sme,Lima,verified,medium,2023-05-25,2816.31
C001124,DNI,41,sme,Miraflores,verified,medium,2023-06-14,3948.85
C001125,CE,69,affluent,San Borja,verified,low,2023-12-10,1821.4
C001126,DNI,48,affluent,Cusco,verified,medium,2023-04-15,4300.31
C001127,DNI,37,mass_market,Miraflores,verified,high,2024-07-01,2663.99
C001128,DNI,27,mass_market,San Borja,verified,low,2023-11-10,1699.19
C001129,DNI,28,mass_market,Surco,verified,high,2023-06-18,2943.86
C001130,DNI,35,mass_market,San Borja,verified,low,2024-06-03,2538.61
C001131,DNI,51,affluent,Lima,verified,medium,2024-08-20,10696.67
C001132,DNI,45,mass_market,Callao,verified,low,2024-03-11,3787.52
C001133,DNI,55,mass_market,Piura,verified,low,2024-08-31,7107.06
C001134,DNI,33,mass_market,Arequipa,verified,low,2024-05-26,5553.63
C001135,DNI,41,affluent,Piura,verified,low,2024-02-13,3043.55
C001136,DNI,56,mass_market,Piura,verified,medium,2024-03-11,2335.44
C001137,DNI,72,sme,San Borja,verified,low,2023-11-11,1144.67
C001138,DNI,68,mass_market,Cusco,verified,low,2024-06-25,1846.38
C001139,DNI,29,mass_market,Miraflores,verified,low,2024-09-04,4292.03
C001140,DNI,67,affluent,Arequipa,verified,low,2024-08-01,2524.58
C001141,DNI,59,sme,Arequipa,verified,low,2023-03-04,3665.43
C001142,DNI,24,mass_market,Miraflores,verified,low,2023-02-01,975.89
C001143,DNI,53,affluent,Miraflores,verified,low,2024-08-21,3825.46
C001144,DNI,34,affluent,Callao,verified,low,2023-07-30,5448.33
C001145,DNI,66,mass_market,Lima,verified,low,2024-04-07,1122.52
C001146,DNI,21,sme,Surco,verified,low,2024-07-16,3656.86
C001147,DNI,70,affluent,Lima,verified,high,2024-07-28,6241.3
C001148,DNI,54,affluent,Miraflores,verified,low,2023-03-21,7510.43
C001149,DNI,50,sme,Cusco,verified,low,2023-12-09,2259.9
C001150,DNI,36,sme,La Molina,verified,low,2023-08-20,4577.74
C001151,DNI,71,affluent,La Molina,verified,low,2024-09-04,6544.53
C001152,DNI,43,sme,Surco,verified,low,2023-05-09,3717.33
C001153,DNI,72,affluent,Miraflores,verified,low,2023-01-19,6043.83
C001154,CE,28,affluent,La Molina,verified,low,2023-12-23,2922.74
C001155,DNI,48,affluent,Surco,verified,low,2024-02-23,3702.9
C001156,DNI,18,affluent,Arequipa,verified,low,2024-08-28,2117.76
C001157,DNI,57,mass_market,Surco,verified,medium,2023-03-22,2722.95
C001158,DNI,53,sme,Arequipa,verified,low,2024-09-06,3784.03
C001159,DNI,46,sme,Callao,verified,low,2024-10-27,2032.17
C001160,DNI,42,mass_market,La Molina,verified,low,2023-04-28,2636.03
C001161,DNI,71,sme,Surco,verified,low,2024-05-08,4530.01
C001162,DNI,64,mass_market,Surco,verified,low,2024-05-06,9217.94
C001163,DNI,66,mass_market,Surco,verified,low,2023-08-13,965.66
C001164,PASSPORT,35,affluent,Cusco,verified,low,2024-02-23,8840.66
C001165,DNI,20,mass_market,Surco,pending,low,2023-05-17,2583.94
C001166,DNI,35,sme,Cusco,verified,low,2023-08-14,5067.97
C001167,DNI,24,sme,Piura,verified,low,2023-11-30,5645.43
C001168,DNI,45,mass_market,Callao,verified,low,2023-08-17,7047.82
C001169,DNI,34,mass_market,Piura,verified,low,2023-11-19,1997.44
C001170,DNI,42,mass_market,Trujillo,verified,low,2023-04-18,2633.58
C001171,DNI,35,affluent,Piura,verified,low,2024-03-20,2894.37
C001172,DNI,69,premium,Miraflores,verified,low,2023-01-07,2448.94
C001173,DNI,57,affluent,Arequipa,verified,medium,2023-05-08,6156.84
C001174,DNI,60,mass_market,Miraflores,verified,low,2023-12-19,2857.62
C001175,DNI,20,affluent,Lima,pending,medium,2023-09-24,1223.9
C001176,DNI,42,mass_market,Piura,rejected,low,2024-11-15,2104.52
C001177,DNI,24,affluent,La Molina,verified,low,2023-08-02,1251.23
C001178,DNI,64,mass_market,San Borja,verified,low,2023-09-04,2629.14
C001179,DNI,27,affluent,Piura,verified,low,2024-09-09,4315.21
C001180,DNI,61,mass_market,Callao,verified,low,2024-08-17,2079.82
C001181,DNI,61,premium,Piura,verified,low,2024-01-09,2388.29
C001182,DNI,68,mass_market,Cusco,verified,low,2024-02-25,2562.86
C001183,DNI,36,affluent,Lima,verified,medium,2024-12-15,3220.88
C001184,DNI,32,premium,Surco,verified,low,2023-02-10,3959.39
C001185,CE,38,mass_market,Lima,verified,high,2024-12-17,4647.06
C001186,DNI,38,premium,Lima,pending,low,2023-12-14,10306.54
C001187,DNI,54,affluent,Arequipa,verified,low,2024-07-14,3190.47
C001188,DNI,45,mass_market,San Borja,verified,low,2023-05-23,4467.96
C001189,CE,62,mass_market,Lima,verified,low,2023-05-21,1244.94
C001190,DNI,49,affluent,Arequipa,pending,low,2024-07-18,2419.82
C001191,DNI,74,mass_market,Surco,verified,low,2023-04-17,2569.0
C001192,DNI,58,affluent,Miraflores,verified,low,2023-02-02,1703.56
C001193,CE,71,mass_market,Surco,verified,low,2023-07-19,2219.87
C001194,DNI,44,affluent,La Molina,verified,low,2023-04-29,2809.84
C001195,CE,40,mass_market,Lima,verified,low,2023-08-17,2258.45
C001196,DNI,27,sme,Lima,verified,high,2024-09-21,12469.1
C001197,CE,57,premium,Miraflores,pending,low,2024-11-18,3951.11
C001198,DNI,58,premium,Callao,pending,medium,2023-07-04,8960.33
C001199,DNI,23,affluent,Lima,verified,low,2023-08-03,6774.75
C001200,DNI,41,mass_market,San Borja,verified,low,2023-05-10,2097.32
C001201,DNI,35,affluent,Trujillo,verified,low,2023-09-29,3043.18
C001202,DNI,27,mass_market,Lima,verified,low,2024-09-26,2346.89
C001203,DNI,73,mass_market,Trujillo,verified,high,2023-01-08,2727.11
C001204,DNI,32,mass_market,Surco,verified,low,2024-02-07,1742.3
C001205,CE,62,mass_market,Piura,verified,medium,2024-08-01,2338.24
C001206,DNI,60,affluent,Callao,verified,medium,2024-09-18,3632.71
C001207,DNI,51,affluent,Arequipa,verified,low,2024-01-04,3580.35
C001208,DNI,25,mass_market,Cusco,verified,low,2024-09-08,3426.77
C001209,DNI,67,mass_market,Callao,verified,low,2024-06-20,2884.71
C001210,DNI,52,premium,Cusco,pending,low,2023-02-22,4785.8
C001211,DNI,72,mass_market,Surco,verified,low,2023-09-04,2587.96
C001212,DNI,44,mass_market,Callao,pending,low,2023-12-03,6408.33
C001213,DNI,42,mass_market,Arequipa,verified,low,2023-10-08,1079.03
C001214,CE,20,affluent,Cusco,verified,low,2023-02-02,4278.02
C001215,DNI,38,affluent,Miraflores,verified,low,2024-07-01,3899.5
